image,caption,object,syntax
3659090958_a56913ca68.jpg,A young asian boy enjoys his toy .,"baby, walker","POS: [('A', 'DET'), ('young', 'ADJ'), ('asian', 'ADJ'), ('boy', 'NOUN'), ('enjoys', 'VERB'), ('his', 'PRON'), ('toy', 'NOUN'), ('.', 'PUNCT')], Entities: [('as', 'I-MISC'), ('##ian', 'I-MISC')]"
3659090958_a56913ca68.jpg,The baby is smiling whilst sitting in a high chair with a red white and blue toy .,"baby, walker","POS: [('The', 'DET'), ('baby', 'NOUN'), ('is', 'AUX'), ('smiling', 'VERB'), ('whilst', 'SCONJ'), ('sitting', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('high', 'ADJ'), ('chair', 'NOUN'), ('with', 'ADP'), ('a', 'DET'), ('red', 'ADJ'), ('white', 'ADJ'), ('and', 'CCONJ'), ('blue', 'ADJ'), ('toy', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3659090958_a56913ca68.jpg,There is a little child sitting in a little chair playing with a toy .,"baby, walker","POS: [('There', 'PRON'), ('is', 'VERB'), ('a', 'DET'), ('little', 'ADJ'), ('child', 'NOUN'), ('sitting', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('little', 'ADJ'), ('chair', 'NOUN'), ('playing', 'VERB'), ('with', 'ADP'), ('a', 'DET'), ('toy', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3659686168_49c3abcee1.jpg,a woman in green pants sits next to a woman in a pink jacket in front of statue of a fish .,"woman, pants, woman, jacket, front, statue, fish","POS: [('a', 'DET'), ('woman', 'NOUN'), ('in', 'ADP'), ('green', 'ADJ'), ('pants', 'NOUN'), ('sits', 'VERB'), ('next', 'ADV'), ('to', 'ADP'), ('a', 'DET'), ('woman', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('pink', 'ADJ'), ('jacket', 'NOUN'), ('in', 'ADP'), ('front', 'NOUN'), ('of', 'ADP'), ('statue', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('fish', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3659686168_49c3abcee1.jpg,Two blonde girls are sitting next to a statue,"woman, pants, woman, jacket, front, statue, fish","POS: [('Two', 'NUM'), ('blonde', 'ADJ'), ('girls', 'NOUN'), ('are', 'AUX'), ('sitting', 'VERB'), ('next', 'ADV'), ('to', 'ADP'), ('a', 'DET'), ('statue', 'NOUN')], Entities: []"
3659686168_49c3abcee1.jpg,Two blond women are sitting by a fountain .,"woman, pants, woman, jacket, front, statue, fish","POS: [('Two', 'NUM'), ('blond', 'ADJ'), ('women', 'NOUN'), ('are', 'AUX'), ('sitting', 'VERB'), ('by', 'ADP'), ('a', 'DET'), ('fountain', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3659686168_49c3abcee1.jpg,Two girls are sitting in front of a statue .,"woman, pants, woman, jacket, front, statue, fish","POS: [('Two', 'NUM'), ('girls', 'NOUN'), ('are', 'AUX'), ('sitting', 'VERB'), ('in', 'ADP'), ('front', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('statue', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3659686168_49c3abcee1.jpg,Two young women sit by a fountain .,"woman, pants, woman, jacket, front, statue, fish","POS: [('Two', 'NUM'), ('young', 'ADJ'), ('women', 'NOUN'), ('sit', 'VERB'), ('by', 'ADP'), ('a', 'DET'), ('fountain', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3659769138_d907fd9647.jpg,A plane flies with a cloud of smoke behind it .,"plane, cloud, smoke","POS: [('A', 'DET'), ('plane', 'NOUN'), ('flies', 'VERB'), ('with', 'ADP'), ('a', 'DET'), ('cloud', 'NOUN'), ('of', 'ADP'), ('smoke', 'NOUN'), ('behind', 'ADP'), ('it', 'PRON'), ('.', 'PUNCT')], Entities: []"
3659769138_d907fd9647.jpg,A plane is diving through the sky creating a cloud of smoke behind it .,"plane, cloud, smoke","POS: [('A', 'DET'), ('plane', 'NOUN'), ('is', 'AUX'), ('diving', 'VERB'), ('through', 'ADP'), ('the', 'DET'), ('sky', 'NOUN'), ('creating', 'VERB'), ('a', 'DET'), ('cloud', 'NOUN'), ('of', 'ADP'), ('smoke', 'NOUN'), ('behind', 'ADP'), ('it', 'PRON'), ('.', 'PUNCT')], Entities: []"
3659769138_d907fd9647.jpg,a small airplane flying through the air with lots of smoke coming out of the plane .,"plane, cloud, smoke","POS: [('a', 'DET'), ('small', 'ADJ'), ('airplane', 'NOUN'), ('flying', 'VERB'), ('through', 'ADP'), ('the', 'DET'), ('air', 'NOUN'), ('with', 'ADP'), ('lots', 'NOUN'), ('of', 'ADP'), ('smoke', 'NOUN'), ('coming', 'VERB'), ('out', 'ADP'), ('of', 'ADP'), ('the', 'DET'), ('plane', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3659769138_d907fd9647.jpg,"A stunt plane is billowing smoke into a clear , grey sky .","plane, cloud, smoke","POS: [('A', 'DET'), ('stunt', 'NOUN'), ('plane', 'NOUN'), ('is', 'AUX'), ('billowing', 'VERB'), ('smoke', 'NOUN'), ('into', 'ADP'), ('a', 'DET'), ('clear', 'ADJ'), (',', 'PUNCT'), ('grey', 'ADJ'), ('sky', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3659769138_d907fd9647.jpg,The airplane is billowing smoke and looks like it may crash .,"plane, cloud, smoke","POS: [('The', 'DET'), ('airplane', 'NOUN'), ('is', 'AUX'), ('billowing', 'VERB'), ('smoke', 'NOUN'), ('and', 'CCONJ'), ('looks', 'VERB'), ('like', 'SCONJ'), ('it', 'PRON'), ('may', 'AUX'), ('crash', 'VERB'), ('.', 'PUNCT')], Entities: []"
3660361818_e05367693f.jpg,A skateboarder flies through the air over the staircase of a sleek contemporary building .,"flies, air, staircase, building","POS: [('A', 'DET'), ('skateboarder', 'ADJ'), ('flies', 'NOUN'), ('through', 'ADP'), ('the', 'DET'), ('air', 'NOUN'), ('over', 'ADP'), ('the', 'DET'), ('staircase', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('sleek', 'ADJ'), ('contemporary', 'ADJ'), ('building', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3660361818_e05367693f.jpg,A skateboarder leaps of steps outside a corporate building .,"flies, air, staircase, building","POS: [('A', 'DET'), ('skateboarder', 'ADJ'), ('leaps', 'NOUN'), ('of', 'ADP'), ('steps', 'NOUN'), ('outside', 'ADP'), ('a', 'DET'), ('corporate', 'ADJ'), ('building', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3660361818_e05367693f.jpg,People sitting on steps with large buildings in the background,"flies, air, staircase, building","POS: [('People', 'NOUN'), ('sitting', 'VERB'), ('on', 'ADP'), ('steps', 'NOUN'), ('with', 'ADP'), ('large', 'ADJ'), ('buildings', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('background', 'NOUN')], Entities: []"
3660361818_e05367693f.jpg,Skateboarders are doing tricks on a staircase next to mirror buildings .,"flies, air, staircase, building","POS: [('Skateboarders', 'NOUN'), ('are', 'AUX'), ('doing', 'VERB'), ('tricks', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('staircase', 'NOUN'), ('next', 'ADV'), ('to', 'PART'), ('mirror', 'VERB'), ('buildings', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3660361818_e05367693f.jpg,Someone skateboarding over steps surrounded by buildings .,"flies, air, staircase, building","POS: [('Someone', 'PRON'), ('skateboarding', 'VERB'), ('over', 'ADP'), ('steps', 'NOUN'), ('surrounded', 'VERB'), ('by', 'ADP'), ('buildings', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3660826540_481d25fbb0.jpg,A boy in a striped oxford shirt points .,"boy, oxford, shirt, points","POS: [('A', 'DET'), ('boy', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('striped', 'VERB'), ('oxford', 'PROPN'), ('shirt', 'NOUN'), ('points', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3660826540_481d25fbb0.jpg,A boy points at something behind the camera .,"boy, oxford, shirt, points","POS: [('A', 'DET'), ('boy', 'NOUN'), ('points', 'VERB'), ('at', 'ADP'), ('something', 'PRON'), ('behind', 'ADP'), ('the', 'DET'), ('camera', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3660826540_481d25fbb0.jpg,A little boy wearing a striped shirt is pointing at something .,"boy, oxford, shirt, points","POS: [('A', 'DET'), ('little', 'ADJ'), ('boy', 'NOUN'), ('wearing', 'VERB'), ('a', 'DET'), ('striped', 'ADJ'), ('shirt', 'NOUN'), ('is', 'AUX'), ('pointing', 'VERB'), ('at', 'ADP'), ('something', 'PRON'), ('.', 'PUNCT')], Entities: []"
3660826540_481d25fbb0.jpg,A young boy in a striped shirt pointing beyond the camera .,"boy, oxford, shirt, points","POS: [('A', 'DET'), ('young', 'ADJ'), ('boy', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('striped', 'ADJ'), ('shirt', 'NOUN'), ('pointing', 'VERB'), ('beyond', 'ADP'), ('the', 'DET'), ('camera', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3660826540_481d25fbb0.jpg,A young boy wearing a striped shirt points into the distance .,"boy, oxford, shirt, points","POS: [('A', 'DET'), ('young', 'ADJ'), ('boy', 'NOUN'), ('wearing', 'VERB'), ('a', 'DET'), ('striped', 'ADJ'), ('shirt', 'NOUN'), ('points', 'NOUN'), ('into', 'ADP'), ('the', 'DET'), ('distance', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3661072592_2e693cd5a0.jpg,A child sprinkles confetti in a woman 's hair .,"child, confetti, woman, hair","POS: [('A', 'DET'), ('child', 'NOUN'), ('sprinkles', 'VERB'), ('confetti', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('woman', 'NOUN'), (""'s"", 'PART'), ('hair', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3661072592_2e693cd5a0.jpg,A little brunette girl sprinking confetti on a brunette woman 's head as she smiles .,"child, confetti, woman, hair","POS: [('A', 'DET'), ('little', 'ADJ'), ('brunette', 'NOUN'), ('girl', 'NOUN'), ('sprinking', 'VERB'), ('confetti', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('brunette', 'NOUN'), ('woman', 'NOUN'), (""'s"", 'PART'), ('head', 'NOUN'), ('as', 'SCONJ'), ('she', 'PRON'), ('smiles', 'VERB'), ('.', 'PUNCT')], Entities: []"
3661072592_2e693cd5a0.jpg,A small girl puts confetti on a smiling woman 's hair .,"child, confetti, woman, hair","POS: [('A', 'DET'), ('small', 'ADJ'), ('girl', 'NOUN'), ('puts', 'VERB'), ('confetti', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('smiling', 'VERB'), ('woman', 'NOUN'), (""'s"", 'PART'), ('hair', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3661072592_2e693cd5a0.jpg,A young girl dumps confetti onto a woman 's head as she smiles .,"child, confetti, woman, hair","POS: [('A', 'DET'), ('young', 'ADJ'), ('girl', 'NOUN'), ('dumps', 'VERB'), ('confetti', 'PRON'), ('onto', 'ADP'), ('a', 'DET'), ('woman', 'NOUN'), (""'s"", 'PART'), ('head', 'NOUN'), ('as', 'SCONJ'), ('she', 'PRON'), ('smiles', 'VERB'), ('.', 'PUNCT')], Entities: []"
3661072592_2e693cd5a0.jpg,Small girl in an apron placing confetti in a woman 's hair .,"child, confetti, woman, hair","POS: [('Small', 'ADJ'), ('girl', 'NOUN'), ('in', 'ADP'), ('an', 'DET'), ('apron', 'NOUN'), ('placing', 'VERB'), ('confetti', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('woman', 'NOUN'), (""'s"", 'PART'), ('hair', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3661239105_973f8216c4.jpg,A boy hanging from a jungle gym,"boy, jungle, gym","POS: [('A', 'DET'), ('boy', 'NOUN'), ('hanging', 'VERB'), ('from', 'ADP'), ('a', 'DET'), ('jungle', 'NOUN'), ('gym', 'NOUN')], Entities: []"
3661239105_973f8216c4.jpg,A boy is playing in a jungle gym on a playground,"boy, jungle, gym","POS: [('A', 'DET'), ('boy', 'NOUN'), ('is', 'AUX'), ('playing', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('jungle', 'NOUN'), ('gym', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('playground', 'NOUN')], Entities: []"
3661239105_973f8216c4.jpg,A boy swings on a jungle gym .,"boy, jungle, gym","POS: [('A', 'DET'), ('boy', 'NOUN'), ('swings', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('jungle', 'NOUN'), ('gym', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3661239105_973f8216c4.jpg,A little boy in a blue shirt and kaki shorts is playing on a playground .,"boy, jungle, gym","POS: [('A', 'DET'), ('little', 'ADJ'), ('boy', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('blue', 'ADJ'), ('shirt', 'NOUN'), ('and', 'CCONJ'), ('kaki', 'PROPN'), ('shorts', 'NOUN'), ('is', 'AUX'), ('playing', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('playground', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3661239105_973f8216c4.jpg,A small blonde boy dressed in shorts and a blue shirt playing on a jungle gym .,"boy, jungle, gym","POS: [('A', 'DET'), ('small', 'ADJ'), ('blonde', 'ADJ'), ('boy', 'NOUN'), ('dressed', 'VERB'), ('in', 'ADP'), ('shorts', 'NOUN'), ('and', 'CCONJ'), ('a', 'DET'), ('blue', 'ADJ'), ('shirt', 'NOUN'), ('playing', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('jungle', 'NOUN'), ('gym', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3661659196_6ed90f96c0.jpg,A girl in a green sweatshirt sitting down and a girl in a dress leaning on blue lockers .,"girl, sweatshirt, girl, dress, lockers","POS: [('A', 'DET'), ('girl', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('green', 'ADJ'), ('sweatshirt', 'NOUN'), ('sitting', 'VERB'), ('down', 'ADP'), ('and', 'CCONJ'), ('a', 'DET'), ('girl', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('dress', 'NOUN'), ('leaning', 'VERB'), ('on', 'ADP'), ('blue', 'ADJ'), ('lockers', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3661659196_6ed90f96c0.jpg,A girl is on a stool while another girl is reading and leaning on some lockers,"girl, sweatshirt, girl, dress, lockers","POS: [('A', 'DET'), ('girl', 'NOUN'), ('is', 'AUX'), ('on', 'ADP'), ('a', 'DET'), ('stool', 'NOUN'), ('while', 'SCONJ'), ('another', 'DET'), ('girl', 'NOUN'), ('is', 'AUX'), ('reading', 'VERB'), ('and', 'CCONJ'), ('leaning', 'VERB'), ('on', 'ADP'), ('some', 'DET'), ('lockers', 'NOUN')], Entities: []"
3661659196_6ed90f96c0.jpg,Two girls are in a school hallway .,"girl, sweatshirt, girl, dress, lockers","POS: [('Two', 'NUM'), ('girls', 'NOUN'), ('are', 'AUX'), ('in', 'ADP'), ('a', 'DET'), ('school', 'NOUN'), ('hallway', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3661659196_6ed90f96c0.jpg,Two teenage girls conversing next to lockers .,"girl, sweatshirt, girl, dress, lockers","POS: [('Two', 'NUM'), ('teenage', 'ADJ'), ('girls', 'NOUN'), ('conversing', 'VERB'), ('next', 'ADV'), ('to', 'ADP'), ('lockers', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3661659196_6ed90f96c0.jpg,Two teenage girls hang out in a school hallway by blue lockers .,"girl, sweatshirt, girl, dress, lockers","POS: [('Two', 'NUM'), ('teenage', 'ADJ'), ('girls', 'NOUN'), ('hang', 'VERB'), ('out', 'ADP'), ('in', 'ADP'), ('a', 'DET'), ('school', 'NOUN'), ('hallway', 'NOUN'), ('by', 'ADP'), ('blue', 'ADJ'), ('lockers', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662406028_29b9e46a6f.jpg,A man wearing a formal suit and hat stands next to a building .,"man, suit, hat, building","POS: [('A', 'DET'), ('man', 'NOUN'), ('wearing', 'VERB'), ('a', 'DET'), ('formal', 'ADJ'), ('suit', 'NOUN'), ('and', 'CCONJ'), ('hat', 'NOUN'), ('stands', 'VERB'), ('next', 'ADV'), ('to', 'ADP'), ('a', 'DET'), ('building', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662406028_29b9e46a6f.jpg,a man wearing a tuxedo and top hat standing outside with some other people to hi right,"man, suit, hat, building","POS: [('a', 'DET'), ('man', 'NOUN'), ('wearing', 'VERB'), ('a', 'DET'), ('tuxedo', 'NOUN'), ('and', 'CCONJ'), ('top', 'ADJ'), ('hat', 'NOUN'), ('standing', 'VERB'), ('outside', 'ADV'), ('with', 'ADP'), ('some', 'DET'), ('other', 'ADJ'), ('people', 'NOUN'), ('to', 'PART'), ('hi', 'VERB'), ('right', 'INTJ')], Entities: []"
3662406028_29b9e46a6f.jpg,Two men dressed up walk along the street while another man stares at them .,"man, suit, hat, building","POS: [('Two', 'NUM'), ('men', 'NOUN'), ('dressed', 'VERB'), ('up', 'ADP'), ('walk', 'NOUN'), ('along', 'ADP'), ('the', 'DET'), ('street', 'NOUN'), ('while', 'SCONJ'), ('another', 'DET'), ('man', 'NOUN'), ('stares', 'VERB'), ('at', 'ADP'), ('them', 'PRON'), ('.', 'PUNCT')], Entities: []"
3662406028_29b9e46a6f.jpg,Two men in top hats and tuxedos are walking past a dry cleaning store and a casual man who is looking at them .,"man, suit, hat, building","POS: [('Two', 'NUM'), ('men', 'NOUN'), ('in', 'ADP'), ('top', 'ADJ'), ('hats', 'NOUN'), ('and', 'CCONJ'), ('tuxedos', 'NOUN'), ('are', 'AUX'), ('walking', 'VERB'), ('past', 'ADP'), ('a', 'DET'), ('dry', 'ADJ'), ('cleaning', 'NOUN'), ('store', 'NOUN'), ('and', 'CCONJ'), ('a', 'DET'), ('casual', 'ADJ'), ('man', 'NOUN'), ('who', 'PRON'), ('is', 'AUX'), ('looking', 'VERB'), ('at', 'ADP'), ('them', 'PRON'), ('.', 'PUNCT')], Entities: []"
3662406028_29b9e46a6f.jpg,Two men in tuxedos and top-hats stand on the street as a boy with backpack passes by,"man, suit, hat, building","POS: [('Two', 'NUM'), ('men', 'NOUN'), ('in', 'ADP'), ('tuxedos', 'NOUN'), ('and', 'CCONJ'), ('top', 'ADJ'), ('-', 'PUNCT'), ('hats', 'NOUN'), ('stand', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('street', 'NOUN'), ('as', 'ADP'), ('a', 'DET'), ('boy', 'NOUN'), ('with', 'ADP'), ('backpack', 'NOUN'), ('passes', 'NOUN'), ('by', 'ADP')], Entities: []"
3662871327_b128d25f04.jpg,Three friends making faces for the camera .,"friends, faces, camera","POS: [('Three', 'NUM'), ('friends', 'NOUN'), ('making', 'VERB'), ('faces', 'NOUN'), ('for', 'ADP'), ('the', 'DET'), ('camera', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662871327_b128d25f04.jpg,Three people posing for a picture with one man giving a kissing face .,"friends, faces, camera","POS: [('Three', 'NUM'), ('people', 'NOUN'), ('posing', 'VERB'), ('for', 'ADP'), ('a', 'DET'), ('picture', 'NOUN'), ('with', 'ADP'), ('one', 'NUM'), ('man', 'NOUN'), ('giving', 'VERB'), ('a', 'DET'), ('kissing', 'VERB'), ('face', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662871327_b128d25f04.jpg,Three young adults pose for the camera .,"friends, faces, camera","POS: [('Three', 'NUM'), ('young', 'ADJ'), ('adults', 'NOUN'), ('pose', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('camera', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662871327_b128d25f04.jpg,Two men and a girl pose with funny faces in front of a wood panel wall .,"friends, faces, camera","POS: [('Two', 'NUM'), ('men', 'NOUN'), ('and', 'CCONJ'), ('a', 'DET'), ('girl', 'NOUN'), ('pose', 'VERB'), ('with', 'ADP'), ('funny', 'ADJ'), ('faces', 'NOUN'), ('in', 'ADP'), ('front', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('wood', 'NOUN'), ('panel', 'NOUN'), ('wall', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662871327_b128d25f04.jpg,Young man with upturned hair posing with young man with sunglasses and woman with glasses,"friends, faces, camera","POS: [('Young', 'ADJ'), ('man', 'NOUN'), ('with', 'ADP'), ('upturned', 'ADJ'), ('hair', 'NOUN'), ('posing', 'VERB'), ('with', 'ADP'), ('young', 'ADJ'), ('man', 'NOUN'), ('with', 'ADP'), ('sunglasses', 'NOUN'), ('and', 'CCONJ'), ('woman', 'NOUN'), ('with', 'ADP'), ('glasses', 'NOUN')], Entities: []"
3662909101_21b9e59a3e.jpg,A black dog jumping over a hurdle .,"dog, hurdle","POS: [('A', 'DET'), ('black', 'ADJ'), ('dog', 'NOUN'), ('jumping', 'VERB'), ('over', 'ADP'), ('a', 'DET'), ('hurdle', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662909101_21b9e59a3e.jpg,A black dog jumps in the air over the red hurdle .,"dog, hurdle","POS: [('A', 'DET'), ('black', 'ADJ'), ('dog', 'NOUN'), ('jumps', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('air', 'NOUN'), ('over', 'ADP'), ('the', 'DET'), ('red', 'ADJ'), ('hurdle', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662909101_21b9e59a3e.jpg,A black dog jumps over an obstacle .,"dog, hurdle","POS: [('A', 'DET'), ('black', 'ADJ'), ('dog', 'NOUN'), ('jumps', 'VERB'), ('over', 'ADP'), ('an', 'DET'), ('obstacle', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662909101_21b9e59a3e.jpg,A black dog jumps over a show jumping hurdle .,"dog, hurdle","POS: [('A', 'DET'), ('black', 'ADJ'), ('dog', 'NOUN'), ('jumps', 'VERB'), ('over', 'ADP'), ('a', 'DET'), ('show', 'NOUN'), ('jumping', 'NOUN'), ('hurdle', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662909101_21b9e59a3e.jpg,a black dog running a course at a dog show,"dog, hurdle","POS: [('a', 'DET'), ('black', 'ADJ'), ('dog', 'NOUN'), ('running', 'VERB'), ('a', 'DET'), ('course', 'NOUN'), ('at', 'ADP'), ('a', 'DET'), ('dog', 'NOUN'), ('show', 'NOUN')], Entities: []"
3662963630_8f097e38d4.jpg,A biker leaps off a half-pipe littered with graffiti as onlookers watch .,"biker, pipe, graffiti, onlookers","POS: [('A', 'DET'), ('biker', 'NOUN'), ('leaps', 'VERB'), ('off', 'ADP'), ('a', 'DET'), ('half', 'ADJ'), ('-', 'PUNCT'), ('pipe', 'NOUN'), ('littered', 'VERB'), ('with', 'ADP'), ('graffiti', 'PROPN'), ('as', 'SCONJ'), ('onlookers', 'NOUN'), ('watch', 'VERB'), ('.', 'PUNCT')], Entities: []"
3662963630_8f097e38d4.jpg,a bmx rider launches off a quarterpipe .,"biker, pipe, graffiti, onlookers","POS: [('a', 'DET'), ('bmx', 'NOUN'), ('rider', 'NOUN'), ('launches', 'VERB'), ('off', 'ADP'), ('a', 'DET'), ('quarterpipe', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662963630_8f097e38d4.jpg,A cyclist airborne having jumped his bike off a graffiti covered ramp .,"biker, pipe, graffiti, onlookers","POS: [('A', 'DET'), ('cyclist', 'ADJ'), ('airborne', 'NOUN'), ('having', 'AUX'), ('jumped', 'VERB'), ('his', 'PRON'), ('bike', 'NOUN'), ('off', 'ADP'), ('a', 'DET'), ('graffiti', 'NOUN'), ('covered', 'VERB'), ('ramp', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662963630_8f097e38d4.jpg,A kid does a trick on a bike at a skate park .,"biker, pipe, graffiti, onlookers","POS: [('A', 'DET'), ('kid', 'NOUN'), ('does', 'VERB'), ('a', 'DET'), ('trick', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('bike', 'NOUN'), ('at', 'ADP'), ('a', 'DET'), ('skate', 'ADJ'), ('park', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3662963630_8f097e38d4.jpg,A teenage boy on a bicycle is jumping off a ramp .,"biker, pipe, graffiti, onlookers","POS: [('A', 'DET'), ('teenage', 'ADJ'), ('boy', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('bicycle', 'NOUN'), ('is', 'AUX'), ('jumping', 'VERB'), ('off', 'ADP'), ('a', 'DET'), ('ramp', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3663307538_468739e4c3.jpg,A group of people sitting in a pink room with candles .,"group, people, room, candles","POS: [('A', 'DET'), ('group', 'NOUN'), ('of', 'ADP'), ('people', 'NOUN'), ('sitting', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('pink', 'ADJ'), ('room', 'NOUN'), ('with', 'ADP'), ('candles', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3663307538_468739e4c3.jpg,A large group of people are sitting down inside a building with red and yellow lights everywhere .,"group, people, room, candles","POS: [('A', 'DET'), ('large', 'ADJ'), ('group', 'NOUN'), ('of', 'ADP'), ('people', 'NOUN'), ('are', 'AUX'), ('sitting', 'VERB'), ('down', 'ADP'), ('inside', 'ADP'), ('a', 'DET'), ('building', 'NOUN'), ('with', 'ADP'), ('red', 'ADJ'), ('and', 'CCONJ'), ('yellow', 'ADJ'), ('lights', 'NOUN'), ('everywhere', 'ADV'), ('.', 'PUNCT')], Entities: []"
3663307538_468739e4c3.jpg,People are sitting at square tables in a red room .,"group, people, room, candles","POS: [('People', 'NOUN'), ('are', 'AUX'), ('sitting', 'VERB'), ('at', 'ADP'), ('square', 'ADJ'), ('tables', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('red', 'ADJ'), ('room', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3663307538_468739e4c3.jpg,People in a dimly lit lounge .,"group, people, room, candles","POS: [('People', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('dimly', 'ADV'), ('lit', 'VERB'), ('lounge', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3663307538_468739e4c3.jpg,Several people sitting at small tables in a darkened room .,"group, people, room, candles","POS: [('Several', 'ADJ'), ('people', 'NOUN'), ('sitting', 'VERB'), ('at', 'ADP'), ('small', 'ADJ'), ('tables', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('darkened', 'VERB'), ('room', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3663951804_868982f3f9.jpg,a child doing a jump on a skateboard,"child, jump, skateboard","POS: [('a', 'DET'), ('child', 'NOUN'), ('doing', 'VERB'), ('a', 'DET'), ('jump', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('skateboard', 'NOUN')], Entities: []"
3663951804_868982f3f9.jpg,A closeup of a man skateboarding in a skate park .,"child, jump, skateboard","POS: [('A', 'DET'), ('closeup', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('man', 'NOUN'), ('skateboarding', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('skate', 'ADJ'), ('park', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3663951804_868982f3f9.jpg,A person skateboarding at a skate park .,"child, jump, skateboard","POS: [('A', 'DET'), ('person', 'NOUN'), ('skateboarding', 'VERB'), ('at', 'ADP'), ('a', 'DET'), ('skate', 'ADJ'), ('park', 'NOUN'), ('.', 'PUNCT')], Entities: []"
3663951804_868982f3f9.jpg,A skateboarder doing a jump .,"child, jump, skateboard","POS: [('A', 'DET'), ('skateboarder', 'NOUN'), ('doing', 'VERB'), ('a', 'DET'), ('jump', 'NOUN'), ('.', 'PUNCT')], Entities: []"
